1.1.a.1: Survey Date,Region P-CODE,Zone P-CODE,Woreda P-CODE,1.4.a.1: Site Open Date,1.5.e.1: Displacement Reason,1.5.b.1: Region (Largest IDP group) ,1.5.b.2: Zone (Largest IDP group),1.5.b.3: Woreda (Largest IDP group),1.5.c.1: Region (2nd largest IDP group),1.5.c.2: Zone (2nd largest IDP group),1.5.c.3: Woreda (2nd largest IDP group),2.1.a.1: Total HHs,2.1.b.1: Total Individuals,2.3.c.1: Date of arrival of first IDP group,2.3.c.2: Is date known for arrival of last IDP group,2.3.c.2: Date of arrival of last IDP group,2.3.b.4: Have IDPs been displaced previously?,2.3.j.1: IDPs leaving place of displacement?,2.3.e.7: Are there factors which are preventing the largest IDP group from returning?,2.3.e.7: Accessibility,2.3.e.7: Lack of food,2.3.e.7: House damaged/destroyed,2.3.e.7: Lack of safety/security,2.3.e.7: No livelihood,2.3.e.7: Basic infrastructures damaged/flooded,2.3.l.1: What durable solution do majority of IDPs perfer at the site?,2.3.l.2: What support do majority of the IDPs need to return or locally reintegrate?,2.3.l.2: Livelihood,2.3.l.2: Land/Resources,2.3.l.2: ID/Documentation,2.3.l.2: Access to services,2.3.l.2: Safety & Security,2.3.l.2: Livestock/Restocking
23 November 2017,ET12,ET1205,ET120501,20-01-2016,Conflict,ET12,ET1204,ET120407,Gambella,Itang Special Woreda,Itang,130,650,20-01-2016,Yes,22-01-2016,Yes,No,accessibility house damaged destroyed lack of security safety basic infrastructures damage,Yes,No,Yes,Yes,No,Yes,Return,livelihood access services safety and security,Yes,No,No,Yes,Yes,No
13 November 2017,ET12,ET1202,ET120204,21-11-2016,Conflict,ET12,ET1202,ET120204,,,,144,720,21-11-2016,Yes,21-12-2016,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Relocation,,,,,,,
12 November 2017,ET12,ET1201,ET120103,22-02-2017,Conflict,ET12,ET1201,ET120103,Gambella,Nuer,Jikawo,244,1220,22-02-2017,Yes,24-02-2017,No,No,house damaged destroyed lack of security safety basic infrastructures damage,No,No,Yes,Yes,No,Yes,Return,livelihood access services safety and security,Yes,No,No,Yes,Yes,No
12 November 2017,ET12,ET1201,ET120104,05-03-2017,Conflict,ET12,ET1201,ET120104,Gambella,Nuer,Wantawo,342,1710,05-03-2017,Yes,08-03-2017,No,No,accessibility house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,No,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
11 November 2017,ET12,ET1201,ET120104,24-10-2017,Seasonal Flood,ET12,ET1201,ET120104,Gambella,Nuer,Wantawo,237,1185,24-10-2017,Yes,25-10-2017,Yes,No,accessibility house damaged destroyed,Yes,No,Yes,No,No,No,Return,land resources access services safety and security livestock restocking,No,Yes,No,Yes,Yes,Yes
11 November 2017,ET12,ET1201,ET120104,05-03-2017,Conflict,ET12,ET1201,ET120104,,,,230,1150,05-03-2017,Yes,07-03-2017,Yes,No,house damaged destroyed lack of security safety basic infrastructures damage,No,No,Yes,Yes,No,Yes,Return,access services safety and security livestock restocking,No,No,No,Yes,Yes,Yes
18 November 2017,ET12,ET1201,ET120102,15-04-2015,Conflict,ET12,ET1201,ET120103,Gambella,Nuer,Jikawo,76,380,15-04-2016,Yes,20-04-2016,No,No,accessibility house damaged destroyed lack of security safety,Yes,No,Yes,Yes,No,No,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
20 November 2017,ET12,ET1201,ET120102,17-08-2017,Seasonal Flood,ET12,ET1201,ET120102,,,,56,280,17-08-2017,Yes,19-08-2017,Yes,No,accessibility house damaged destroyed lack of security safety basic infrastructures damage,Yes,No,Yes,Yes,No,Yes,Return,land resources access services safety and security livestock restocking,No,Yes,No,Yes,Yes,Yes
20 November 2017,ET12,ET1201,ET120102,16-08-2017,Seasonal Flood,ET12,ET1201,ET120102,,,,45,225,16-08-2017,Yes,20-08-2017,Yes,No,accessibility house damaged destroyed lack of security safety basic infrastructures damage,Yes,No,Yes,Yes,No,Yes,Return,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
14 November 2017,ET12,ET1201,ET120105,30-08-2017,Seasonal Flood,ET12,ET1201,ET120105,,,,240,1200,30-08-2017,Yes,02-09-2017,No,Yes,,,,,,,,Return,access services safety and security,No,No,No,Yes,Yes,No
14 November 2017,ET12,ET1201,ET120105,30-08-2017,Seasonal Flood,ET12,ET1201,ET120105,,,,300,1500,30-08-2017,Yes,02-09-2017,No,No,accessibility house damaged destroyed lack of security safety basic infrastructures damage,Yes,No,Yes,Yes,No,Yes,Return,access services safety and security,No,No,No,Yes,Yes,No
17 November 2017,ET12,ET1201,ET120102,15-07-2017,Conflict,ET12,ET1201,ET120102,,,,240,1200,15-07-2017,No,,Yes,No,accessibility house damaged destroyed lack of security safety basic infrastructures damage,Yes,No,Yes,Yes,No,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
17 November 2017,ET12,ET1201,ET120102,21-08-2017,Seasonal Flood,ET12,ET1201,ET120102,Gambella,Nuer,Lare,232,1160,21-08-2017,Yes,28-08-2017,No,Yes,,,,,,,,Return,access services safety and security,No,No,No,Yes,Yes,No
30 November 2017,ET13,ET1301,ET130102,15-04-2005,Conflict,ET05,ET0502,ET040210,,,,600,3000,15-04-2005,Yes,15-04-2005,Unknown,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Unknown,,,,,,,
19 September 2017,ET04,ET0410,ET041019,03-03-2015,Conflict,ET04,ET0410,ET041098,Oromia,East Harerge,Kumbi,3150,15749,03-03-2015,Yes,20-03-2015,Yes,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Return,livelihood access services safety and security livestock restocking,Yes,No,No,Yes,Yes,Yes
28 July 2017,ET04,ET0412,ET041210,05-12-2016,Conflict,ET04,ET0412,ET0710,Oromia,Borena,Arero,167,1470,05-12-2016,Yes,07-01-2017,Yes,No,lack of security safety no livelihood,No,No,No,Yes,Yes,No,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
17 November 2017,ET04,ET0414,ET041410,10-11-2016,Other,ET05,ET041407,ET050901,,,,80,560,10-11-2016,No,,No,No,accessibility lack of food house damaged destroyed,Yes,Yes,Yes,No,No,No,Reintegration,land resources access services safety and security,No,Yes,No,Yes,Yes,No
28 November 2017,ET04,ET0410,ET041014,07-08-2015,Conflict,ET04,ET0410,ET041018,Somali,Fafan,Tog-Wajale,194,1082,07-08-2015,Yes,07-08-2015,No,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Reintegration,livelihood id documentation access services,Yes,No,Yes,Yes,No,No
10 November 2017,ET04,ET0409,ET040901,04-03-2017,Conflict,ET04,ET0409,ET040901,,,,328,1640,04-03-2017,Yes,04-03-2017,No,No,lack of food lack of security safety no livelihood,No,Yes,No,Yes,Yes,No,Reintegration,safety and security livestock restocking,No,No,No,No,Yes,Yes
20 July 2017,ET04,ET0410,ET041018,16-05-2016,Conflict,ET04,ET0410,ET041018,,,,3950,19750,16-05-2016,Yes,16-05-2016,Yes,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Return,Safety and Security,No,No,No,No,Yes,No
18 September 2017,ET04,ET0410,ET041019,15-03-2015,Conflict,ET04,ET0410,ET041098,Oromia,East Harerge,Kumbi,4150,20748,15-03-2005,Yes,15-03-2017,Yes,No,house damaged destroyed lack of security safety no livelihood,No,No,Yes,Yes,Yes,No,Return,livelihood access services safety and security livestock restocking,Yes,No,No,Yes,Yes,Yes
25 November 2017,ET04,ET0410,ET041015,15-09-2017,Conflict,ET05,ET0502,ET040210,Somali,Fafan,Tog-Wajale,301,1174,15-09-2017,Yes,10-11-2017,No,No,accessibility house damaged destroyed lack of security safety no livelihood,Yes,No,Yes,Yes,Yes,No,Relocation,,,,,,,
19 September 2017,ET04,ET0410,ET041019,15-03-2015,Conflict,ET04,ET0410,ET041098,Oromia,East Harerge,Kumbi,735,3675,15-03-2015,Yes,20-03-2015,Yes,No,lack of security safety no livelihood,No,No,No,Yes,Yes,No,Return,livelihood access services safety and security livestock restocking,Yes,No,No,Yes,Yes,Yes
29 November 2017,ET04,ET0402,ET040211,19-12-2009,Drought,ET04,ET0409,ET040907,Oromia,East Harerge,Malka Balo,1318,8037,19-12-2009,Yes,25-07-2016,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Relocation,,,,,,,
29 November 2017,ET04,ET0402,ET040211,29-12-2009,Drought,ET04,ET0409,ET040913,Oromia,East Harerge,Kersa,1533,7609,29-12-2009,Yes,19-10-2016,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
28 November 2017,ET04,ET0402,ET040211,12-04-2010,Drought,ET04,ET0409,ET040913,Oromia,East Harerge,Deder,1468,7716,12-04-2010,Yes,28-11-2016,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
01 December 2017,ET04,ET0402,ET040210,10-12-2009,Drought,ET04,ET0409,ET040907,Oromia,East Harerge,Bedeno,943,6418,10-12-2009,Yes,22-04-2016,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Relocation,,,,,,,
01 December 2017,ET04,ET0402,ET040210,30-12-2009,Drought,ET04,ET0409,ET040901,Oromia,East Harerge,Malka Balo,911,4150,30-12-2009,Yes,07-07-2016,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Relocation,,,,,,,
23 November 2017,ET04,ET0404,ET040409,18-08-2016,Landslide,ET04,ET0404,ET040409,,,,20,76,18-08-2016,Yes,18-08-2016,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Relocation,,,,,,,
30 September 2017,ET04,ET0418,ET041807,08-05-2014,Drought,ET04,ET0409,ET040901,Oromia,East Harerge,Girawa,715,3575,08-05-2014,Yes,12-05-2014,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Relocation,,,,,,,
17 November 2017,ET04,ET0411,ET041123,01-01-2016,Conflict,ET05,ET0508,ET040811,Somali,Afder,Serer/Elkere,1588,10800,01-01-2016,Yes,04-01-2016,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Return,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
09 November 2017,ET04,ET0414,ET041414,15-10-2017,Conflict,ET04,ET0414,ET0414,Oromia,Guji,Gumi-Eldelo,620,5146,15-10-2017,No,,No,No,accessibility lack of food house damaged destroyed,Yes,Yes,Yes,No,No,No,Return,livelihood land resources safety and security,Yes,Yes,No,No,Yes,No
28 November 2017,ET04,ET0414,ET041414,10-11-2016,Conflict,ET04,ET0414,ET0414,,,,800,6800,10-11-2016,No,,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Return,land resources access services safety and security,No,Yes,No,Yes,Yes,No
19 July 2017,ET04,ET0410,ET041018,06-04-2016,Conflict,ET04,ET0410,ET041018,,,,2957,14785,06-04-2016,Yes,06-04-2016,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Return,livelihood safety and security livestock restocking,Yes,No,No,No,Yes,Yes
10 November 2017,ET04,ET0407,ET040703,07-04-2016,Seasonal Flood,ET04,ET0407,ET040703,,,,76,380,07-04-2016,Yes,07-04-2016,Yes,No,lack of food house damaged destroyed lack of security safety basic infrastructures damage,No,Yes,Yes,Yes,No,Yes,Return,livelihood land resources access services,Yes,Yes,No,Yes,No,No
20 November 2017,ET04,ET0411,ET041117,11-03-2016,Conflict,ET05,ET0508,ET050903,Somali,Afder,Goro Baqaqsa,1042,6210,11-03-2016,Yes,26-09-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Return,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
17 November 2017,ET04,ET0408,ET040803,01-05-2016,Flash Flood,ET04,ET0408,ET0408,,,,256,1280,01-05-2016,Yes,02-05-2016,No,No,lack of food house damaged destroyed,No,Yes,Yes,No,No,No,Relocation,,,,,,,
15 November 2017,ET04,ET0408,ET040803,01-05-2016,Flash Flood,ET04,ET0408,ET0408,,,,79,395,01-05-2016,Yes,02-05-2016,No,No,lack of food house damaged destroyed,No,Yes,Yes,No,No,No,Relocation,,,,,,,
13 November 2017,ET04,ET0417,ET041701,15-03-2016,Conflict,ET04,ET0417,ET041701,,,,84,420,15-03-2016,Yes,15-03-2016,No,No,house damaged destroyed no livelihood,No,No,Yes,No,Yes,No,Reintegration,livelihood land resources access services,Yes,Yes,No,Yes,No,No
19 November 2017,ET04,ET0417,ET041702,03-08-2016,Seasonal Flood,ET04,ET0417,ET041702,,,,27,135,03-08-2016,Yes,03-08-2016,No,No,Accessibility,Yes,No,No,No,No,No,Reintegration,livelihood land resources id documentation access services,Yes,Yes,Yes,Yes,No,No
19 November 2017,ET04,ET0417,ET041706,03-07-2016,Conflict,ET04,ET0417,ET041706,,,,53,265,03-07-2016,Yes,03-07-2016,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Return,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
28 November 2017,ET04,ET0408,ET040811,26-09-2017,Seasonal Flood,ET04,ET0408,ET040811,,,,64,320,26-09-2017,Yes,26-09-2017,Yes,No,House damaged/destroyed   ,No,No,Yes,No,No,No,Relocation,,,,,,,
24 November 2017,ET04,ET0410,ET041012,06-08-2015,Conflict,ET04,ET0410,ET041017,,,,46,290,06-08-2015,Yes,06-08-2015,No,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Return,access services safety and security,No,No,No,Yes,Yes,No
07 November 2017,ET04,ET0407,ET040701,06-05-2014,Flash Flood,ET04,ET0407,ET040701,,,,119,595,06-05-2014,Yes,06-05-2014,No,No,lack of food house damaged destroyed basic infrastructures damage,No,Yes,Yes,No,No,Yes,Return,livelihood land resources access services,Yes,Yes,No,Yes,No,No
21 November 2017,ET04,ET0404,ET040405,26-03-1999,Other,ET04,ET0404,ET040403,Oromia,Jimma,Tiro Afeta,23,131,26-03-1999,Yes,30-03-1999,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
21 November 2017,ET04,ET0404,ET040405,31-03-2000,Other,ET04,ET0404,ET040403,Oromia,Jimma,Sekoru,103,630,31-03-2000,Yes,03-04-2000,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Relocation,,,,,,,
22 November 2017,ET04,ET0404,ET040405,19-02-2000,Other,ET04,ET0404,ET040411,Oromia,Jimma,Sekoru,102,608,19-02-2000,Yes,22-02-2000,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
22 November 2017,ET04,ET0404,ET040405,22-04-2000,Other,ET04,ET0404,ET040411,,,,158,850,22-04-2000,Yes,24-04-2000,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Return,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
22 November 2017,ET04,ET0404,ET040405,05-05-2000,Other,ET04,ET0404,ET040411,,,,100,544,05-05-2000,Yes,09-05-2000,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Relocation,,,,,,,
23 November 2017,ET04,ET0404,ET040405,28-02-2000,Other,ET04,ET0404,ET040404,Oromia,Jimma,Tiro Afeta,154,877,28-02-2000,Yes,13-03-2000,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Relocation,,,,,,,
21 November 2017,ET04,ET0404,ET040405,03-02-2000,Other,ET04,ET0404,ET040404,,,,49,316,03-02-2000,Yes,03-02-2000,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Return,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
18 November 2017,ET04,ET0404,ET040414,01-06-2016,Landslide,ET04,ET0404,ET040414,,,,24,162,01-06-2016,Yes,29-06-2016,No,No,accessibility house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,No,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
29 November 2017,ET04,ET0418,ET041807,08-05-2014,Drought,ET04,ET0410,ET041010,Oromia,East Harerge,Goro Gutu,996,7057,08-05-2014,Yes,22-05-2014,Yes,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Relocation,,,,,,,
28 November 2017,ET04,ET0418,ET041807,20-05-2014,Drought,ET04,ET0410,ET041010,Oromia,West Harerge,Goba Koricha,736,5210,20-05-2014,Yes,22-05-2014,Yes,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
15 November 2017,ET04,ET0404,ET040417,01-05-2006,Drought,ET04,ET0409,ET040913,Oromia,East Harerge,Goro Gutu,104,571,01-05-2006,Yes,07-05-2006,No,No,accessibility lack of food no livelihood basic infrastructures damage,Yes,Yes,No,No,Yes,Yes,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
15 November 2017,ET04,ET0404,ET040417,03-05-2006,Drought,ET04,ET0409,ET040913,Oromia,West Harerge,Tulo,103,283,03-05-2006,Yes,09-05-2006,No,No,accessibility lack of food lack of security safety no livelihood,Yes,Yes,No,Yes,Yes,No,Reintegration,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
16 November 2017,ET04,ET0404,ET040417,03-05-2006,Drought,ET04,ET0410,ET041013,Oromia,West Harerge,Daro Lebu,183,862,03-05-2006,Yes,07-05-2006,No,No,accessibility lack of food no livelihood basic infrastructures damage,Yes,Yes,No,No,Yes,Yes,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
16 November 2017,ET04,ET0404,ET040417,01-05-2006,Drought,ET04,ET0410,ET041013,Oromia,West Harerge,Daro Lebu,298,786,01-05-2006,Yes,04-05-2006,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
14 November 2017,ET04,ET0404,ET040417,02-05-2006,Drought,ET04,ET0410,ET041009,Oromia,West Harerge,Tulo,209,1029,02-05-2006,Yes,06-05-2006,No,No,accessibility lack of food house damaged destroyed no livelihood basic infrastructures damage,Yes,Yes,Yes,No,Yes,Yes,Reintegration,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
14 November 2017,ET04,ET0404,ET040417,01-05-2006,Drought,ET04,ET0409,ET040903,Oromia,East Harerge,Meta,270,1612,01-05-2006,Yes,06-05-2006,No,No,accessibility lack of food house damaged destroyed no livelihood basic infrastructures damage,Yes,Yes,Yes,No,Yes,Yes,Reintegration,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
21 November 2017,ET04,ET0411,ET041117,09-04-2017,Conflict,ET04,ET0411,ET042104,,,,696,3846,09-04-2017,Yes,10-04-2017,No,No,house damaged destroyed lack of security safety,No,No,Yes,Yes,No,No,Return,livelihood land resources access services safety and security,Yes,Yes,No,Yes,Yes,No
21 November 2017,ET04,ET0414,ET041415,05-12-2016,Other,ET04,ET0409,ET040901,,,,100,890,05-12-2016,No,,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Reintegration,land resources access services safety and security,No,Yes,No,Yes,Yes,No
23 November 2017,ET04,ET0414,ET041415,15-09-2017,Other,ET05,ET041407,ET050901,,,,100,895,15-09-2017,No,,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Reintegration,land resources id documentation access services,No,Yes,Yes,Yes,No,No
21 November 2017,ET04,ET0414,ET041415,10-09-2017,Other,ET04,ET0414,ET041405,,,,100,815,10-09-2017,No,,No,No,lack of food house damaged destroyed lack of security safety,No,Yes,Yes,Yes,No,No,Reintegration,land resources id documentation access services,No,Yes,Yes,Yes,No,No
25 November 2017,ET04,ET0408,ET040817,02-12-2016,Other,ET04,ET0408,ET040817,,,,214,1070,02-12-2016,Yes,02-12-2016,No,No,no livelihood basic infrastructures damage,No,No,No,No,Yes,Yes,Return,livelihood access services,Yes,No,No,Yes,No,No
23 November 2017,ET04,ET0408,ET040817,02-12-2016,Other,ET04,ET0408,ET040817,,,,285,1425,02-12-2016,Yes,03-12-2016,No,No,lack of food house damaged destroyed,No,Yes,Yes,No,No,No,Return,Livelihood,Yes,No,No,No,No,No
23 November 2017,ET04,ET0408,ET040817,02-12-2016,Other,ET04,ET0408,ET040817,,,,137,685,02-12-2016,Yes,03-12-2016,No,No,lack of food house damaged destroyed,No,Yes,Yes,No,No,No,Return,livelihood access services,Yes,No,No,Yes,No,No
17 November 2017,ET04,ET0408,ET040803,01-05-2016,Flash Flood,ET04,ET0408,ET0408,,,,111,555,01-05-2016,Yes,02-05-2016,No,No,lack of food house damaged destroyed basic infrastructures damage,No,Yes,Yes,No,No,Yes,Relocation,,,,,,,
